diseaseCategory,name
Neoplasms,"Malignant neoplasm of prostate (Malignant neoplasm: Testis, unspecified)"
Neoplasms,"Malignant neoplasm: Testis, unspecified (Malignant neoplasm of other and unspecified male genital organs)"
Neoplasms,Carcinoma in situ of other or unspecified genital organs
Neoplasms,"Malignant neoplasm: Male genital organ, unspecified (Malignant neoplasm: Urinary organ, unspecified)"
Neoplasms,"Malignant neoplasm: Urinary organ, unspecified (Malignant neoplasm of other and ill-defined sites)"
Neoplasms,Acute myeloid leukaemias and related precursor neoplasms
Neoplasms,"B Lymphoblastic leukaemia or lymphoma, not elsewhere classified"
Neoplasms,Malignant neoplasms of the pleura
Neoplasms,Malignant Neoplasm (Secondary malignant neoplasm of mediastinum)
Neoplasms,Malignant neoplasms of cervix uteri
Neoplasms,Malignant neoplasm of iris
Neoplasms,Malignant neoplasms of nasopharynx
Neoplasms,Malignant Neoplasm (Secondary malignant neoplasm of retroperitoneum and peritoneum)
Neoplasms,Secondary malignant neoplasm of kidney and renal pelvis
Neoplasms,Carcinoma in situ of anal canal
Neoplasms,Benign gastrointestinal stromal tumour
Neoplasms,Malignant neoplasm metastasis in lung
Neoplasms,Malignant Neoplasm (Secondary malignant neoplasm of skin)
Neoplasms,Malignant neoplasms of testis
Neoplasms,Malignant neoplasms of trachea
Neoplasms,Malignant Neoplasm (Secondary malignant neoplasm of ovary)
Neoplasms,"Secondary malignant neoplasm, unspecified site"
Neoplasms,Malignant neoplasm of ciliary body
Neoplasms,"Malignant (Malignant neoplasm, without specification of site)"
Neoplasms,Mesothelioma of pleura
Neoplasms,Malignant neoplasms of submandibular or sublingual glands
Neoplasms,Melanoma of skin
Neoplasms,"Malignant (Malignant neoplasm, primary site unknown, so stated)"
Neoplasms,"Malignant (Malignant neoplasm, unspecified)"
Neoplasms,"Gastrointestinal stromal tumour, primary site"
Neoplasms,Carcinoma in situ of breast
Neoplasms,"Lymphoma (Hodgkin lymphoma, unspecified)"
Neoplasms,"Primary neoplasm of spinal cord, cranial nerves or remaining parts of central nervous system"
Neoplasms,Non-follicular lymphoma
Neoplasms,Hodgkin lymphoma
Neoplasms,Other and unspecified neoplasms of brain or central nervous system
Neoplasms,Malignant neoplasms of ureter
Neoplasms,"Non-Hodgkin Lymphoma (Non-Hodgkin lymphoma, unspecified)"
Neoplasms,Carcinoma in situ of oesophagus
Neoplasms,Leukemia (Other myeloid leukaemia)
Neoplasms,"Acute leukaemia, not elsewhere classified"
Neoplasms,"Leiomyosarcoma, primary site"
Neoplasms,Malignant neoplasms of liver or intrahepatic bile ducts
Neoplasms,"Leukemia (Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue)"
Neoplasms,"Mature Bcell neoplasms, unspecified"
Neoplasms,Benign Neoplasms (Benign neoplasm of bone and articular cartilage)
Neoplasms,Basal cell carcinoma of skin
Neoplasms,Malignant neoplasms of thymus
Neoplasms,Malignant neoplasms of corpus uteri
Neoplasms,Benign phyllodes tumour of breast
Neoplasms,Carcinoma in situ of stomach
Neoplasms,"Gliomas of spinal cord, cranial nerves or other parts of the central nervous system"
Neoplasms,"Malignant nerve sheath tumour of peripheral nerves or autonomic nervous system, primary site"
Neoplasms,"Malignant neoplasms of intestine, unspecified"
Neoplasms,Myeloid sarcoma
Neoplasms,Fibromatosis of breast
Neoplasms,Refractory anaemia
Neoplasms,Malignant neoplasms of bronchus or lung
Neoplasms,Malignant neoplasms of renal pelvis
Neoplasms,Malignant neoplasm of choroid
Neoplasms,Follicular lymphoma
Neoplasms,"Carcinoma in situ of oral cavity, oesophagus or stomach"
Neoplasms,Nonsecreting pituitary adenoma
Neoplasms,Rhabdomyoma
Neoplasms,Metastatic malignant neoplasm to unspecified lymph node
Neoplasms,Malignant neoplasms of thyroid gland
Neoplasms,Hepatoblastoma
Neoplasms,Neuroblastoma of adrenal gland
Neoplasms,Precursor Blymphoblastic neoplasms
Neoplasms,Polycythaemia vera
Neoplasms,Malignant neoplasms of larynx
Neoplasms,Malignant neoplasms of small intestine
Neoplasms,Combined hepatocellularcholangiocarcinoma
Neoplasms,Malignant neoplasm of pancreas
Neoplasms,Chronic myelomonocytic leukaemia
Neoplasms,Meningiomas
Neoplasms,Myeloid leukaemia
Neoplasms,Plasma cell neoplasms
Neoplasms,"Liposarcoma, primary site"
Neoplasms,Malignant neoplasms of middle ear
Neoplasms,"Leukaemia, unspecified"
Neoplasms,Neoplastic haemangioma
Neoplasms,Osteosarcoma of bone and articular cartilage of other specified sites
Neoplasms,"Acute myeloid leukaemia, unspecified"
Neoplasms,Malignant neoplasm metastasis in brain
Neoplasms,"Osteosarcoma, primary site"
Neoplasms,Gliomas of brain
Neoplasms,Malignant neoplasms of retroperitoneum
Neoplasms,Kaposi sarcoma (Malignant neoplasm of breast)
Neoplasms,Malignant neoplasm: Exocervix (Malignant neoplasm: Endometrium)
Neoplasms,"Malignant (Malignant neoplasm: Cervix uteri, unspecified)"
Neoplasms,Secondary and unspecified malignant neoplasm of lymph nodes
Neoplasms,Malignant neoplasm of breast (Malignant neoplasm of cervix uteri)
Neoplasms,Malignant Neoplasm (Secondary and unspecified malignant neoplasm of lymph nodes)
Neoplasms,Malignant Neoplasm (Secondary malignant neoplasm of liver and intrahepatic bile duct)
Neoplasms,Malignant neoplasms of ovary
Neoplasms,Malignant Neoplasm (Secondary malignant neoplasm of bone and bone marrow)
Neoplasms,Retinoblastoma
Neoplasms,Benign neoplasm of digestive organs
Neoplasms,Burkitt lymphoma
Neoplasms,Hodgkin lymphoma
Neoplasms,"Lymphoma (Mature T/NK-cell lymphoma, unspecified)"
Neoplasms,"Leukemia (Leukaemia, unspecified)"
Neoplasms,Benign Neoplasms (Benign neoplasm of ovary)
Neoplasms,Follicular lymphoma
Neoplasms,Benign neoplasm of other or unspecified female genital organs
Neoplasms,"Kaposi sarcoma, primary site"
Neoplasms,"Lipoma (Benign lipomatous neoplasm, unspecified)"
Neoplasms,Malignant neoplasms of appendix
Neoplasms,Benign Neoplasms (Benign neoplasm: Urethra)
Neoplasms,Leukemia (Acute myeloblastic leukaemia [AML])
Neoplasms,Malignant neoplasm of lacrimal apparatus
Neoplasms,Malignant neoplasm of retina
Neoplasms,Benign Neoplasms (Benign neoplasm: Kidney)
Neoplasms,"Neoplasms of haematopoietic or lymphoid tissues, unspecified"
Neoplasms,"Angioma (Haemangioma, any site)"
Neoplasms,Benign (Benign neoplasm of other and unspecified sites)
Neoplasms,Benign lipomatous neoplasm
Neoplasms,"Lymphoid leukaemia, not elsewhere classified"
Neoplasms,Hepatocellular carcinoma of liver
Neoplasms,Polycythaemia vera
Neoplasms,Malignant neoplasms of oesophagogastric junction
Neoplasms,"Ewing sarcoma, primary site"
Neoplasms,"Angiosarcoma, primary site"
Neoplasms,Lipoma
Neoplasms,Malignant neoplasms of gallbladder
Neoplasms,"Bcell lymphoma, mixed features"
Nervous System,Scapuloperoneal muscular dystrophy
Nervous System,Lewy body disease
Nervous System,Motor neuron disease
Nervous System,Generalised tonic seizure
Nervous System,Disorders of olfactory nerve
Nervous System,Focal or segmental autonomic disorders
Nervous System,Disorders of hypoglossal nerve
Nervous System,Dystonic disorders
Nervous System,Brain herniation syndromes
Nervous System,Radiculopathy due to spondylosis
Nervous System,Isolated cerebral amyloid angiopathy
Nervous System,Parkinson disease
Nervous System,Neurological disorders due to toxicity
Nervous System,LambertEaton syndrome
Nervous System,Epileptic encephalopathies
Nervous System,Nerve root and plexus compressions
Nervous System,Hypertensive encephalopathy
Nervous System,Alzheimer disease
Nervous System,Diabetic polyneuropathy
Nervous System,Multiple sclerosis
Nervous System,Generalised atonic seizure
Nervous System,"Other specified disorders of nerve root, plexus or peripheral nerves"
Nervous System,Vascular syndromes of brain in cerebrovascular diseases
Nervous System,Bell palsy
Nervous System,Other specified spinal cord disorders excluding trauma
Nervous System,Other specified epilepsy or seizures
Nervous System,Certain specified mononeuropathies
Nervous System,Transverse myelitis
Nervous System,Postprocedural meningitis
Nervous System,Spinal muscular atrophy
Nervous System,Pachymeningitis
Nervous System,Focal aware seizure
Nervous System,Post polio progressive muscular atrophy
Nervous System,Other specified movement disorders
Nervous System,Autonomic dysreflexia
Nervous System,Phantom limb syndrome
Nervous System,Disorders of glossopharyngeal nerve
Nervous System,Cerebrospinal fluid rhinorrhoea
Nervous System,Intracranial arachnoid cyst
Nervous System,Certain specified cerebrovascular diseases
Nervous System,Cerebral ischaemic stroke
Nervous System,"Hydrocephalus, unspecified"
Nervous System,Generalised tonicclonic seizure
Nervous System,Nontraumatic subdural haemorrhage
Nervous System,"Primary disorders of muscles, unspecified"
Nervous System,"Meningitis (Meningitis, unspecified)"
Nervous System,Cerebral vasoconstriction syndromes
Nervous System,Epilepsy (Generalized idiopathic epilepsy and epileptic syndromes)
Nervous System,Epilepsy (Other generalized epilepsy and epileptic syndromes)
Nervous System,Disorders of vagus nerve
Nervous System,Epileptic Seizures (related to drugs)
Nervous System,"Grand mal seizures, unspecified (with or without petit mal)"
Nervous System,"Petit mal, unspecified, without grand mal seizures"
Nervous System,Neurological disorders due to nutrient deficiency
Nervous System,Other epilepsy
Nervous System,Tarsal tunnel syndrome
Nervous System,Malignant hyperthermia or hyperpyrexia
Nervous System,"Epilepsy (Epilepsy, unspecified)"
Nervous System,Choreiform disorders
Nervous System,Myotonic disorders
Nervous System,Lesion of tibial nerve
Nervous System,Alcoholrelated neurological disorders
Nervous System,Petit mal status epilepticus
Nervous System,"Polyneuropathy, unspecified"
Nervous System,"Status epilepticus, unspecified"
Nervous System,Intracranial hypotension
Nervous System,Migraine
Nervous System,Migraine (Migraine without aura [common migraine])
Nervous System,Convulsive status epilepticus
Nervous System,Migraine (Migraine with aura [classical migraine])
Nervous System,Mononeuropathies of lower limb
Nervous System,Postviral fatigue syndrome
Nervous System,"Headache (Drug-induced headache, not elsewhere classified)"
Nervous System,"Transient cerebral ischaemic attack, unspecified"
Nervous System,Myasthenia gravis
Nervous System,Insomnia (Disorders of initiating and maintaining sleep [insomnias])
Nervous System,Sleep Disorders (Sleep apnoea)
Nervous System,LennoxGastaut syndrome
Nervous System,Secondary rhabdomyolysis
Nervous System,Palsy (Bell palsy)
Nervous System,Carpal Tunnel Syndrome
Nervous System,"Mononeuropathy of upper limb, unspecified"
Nervous System,"Disorders of autonomic nervous system, unspecified"
Nervous System,Mononeuropathies of upper limb
Nervous System,Trigeminal autonomic cephalalgias
Nervous System,Guillain-Barré Syndrome
Nervous System,Myoclonic disorders
Nervous System,Radiculopathy due to neoplastic disease
Nervous System,Autonomic neuropathies
Nervous System,"Polyneuropathy, unspecified"
Nervous System,Degenerative myelopathic disorders
Nervous System,Lumbosacral plexus disorders
Nervous System,Myasthenia Gravis
Nervous System,"Encephalitis, not elsewhere classified"
Nervous System,"Myopathy (Myopathy, unspecified)"
Nervous System,"Paraplegia (Paraplegia, unspecified)"
Nervous System,"Quadriplegia (Quadriplegia, C1-C4 complete)"
Nervous System,Lesion of femoral nerve
Nervous System,"Quadriplegia (Quadriplegia, C1-C4 incomplete)"
Nervous System,"Quadriplegia (Quadriplegia, C5-C7 complete)"
Nervous System,"Quadriplegia (Quadriplegia, C5-C7 incomplete)"
Nervous System,Paralysis (Monoplegia of lower limb)
Nervous System,Dyskinetic cerebral palsy
Nervous System,Other specified cerebrovascular disease
Nervous System,Intracranial hypotension due to lumbar puncture
Nervous System,Isolated demyelinating syndromes of the central nervous system
Nervous System,Nervous System Disorder (Disorders of autonomic nervous system)
Nervous System,Hydrocephalus
Nervous System,Cyst (Cerebral cysts)
Nervous System,"Encephalopathy (Encephalopathy, unspecified)"
Nervous System,Intracranial vascular malformation
Nervous System,Ataxic cerebral palsy
Nervous System,Herniation Of Brain (Stem) (Compression of brain)
Nervous System,"Diseases of the nervous system, unspecified"
Nervous System,Seizure due to acute causes
Nervous System,"Cerebrospinal Fluid Leak (Postprocedural disorders of nervous system, not elsewhere classified)"
Nervous System,Multifocal cerebral infarctions
Nervous System,Disorders of trigeminal nerve
Nervous System,Superficial siderosis of the nervous system
Nervous System,"Nervous System (Other disorders of nervous system, not elsewhere classified)"
Nervous System,Myofibrillar myopathy
Nervous System,Hydrocephalus
Nervous System,Myelopathy (Myelopathy in diseases classified elsewhere)
Nervous System,Limbgirdle muscular dystrophy
Nervous System,Stroke not known if ischaemic or haemorrhagic
Nervous System,Disorders of multiple cranial nerves
Nervous System,Nontraumatic epidural haemorrhage
Nervous System,Other specified disorders with neurocognitive impairment as a major feature
Nervous System,Types of seizures
Nervous System,Neuromyelitis optica
Nervous System,Muscular dystrophy
Nervous System,Other specified diseases of the nervous system
Nervous System,"Secondary myopathies, unspecified"
Nervous System,Distal myopathies
Nervous System,Functional dystonia or spasms
Nervous System,Infantile spasms
Nervous System,Disorders of orthostatic tolerance
Nervous System,Myelopathy
Nervous System,Generalised myoclonic seizure
Nervous System,Certain specified movement disorder
Nervous System,Acquired ataxia
Nervous System,Intercostal neuropathy
Nervous System,"Absence seizures, typical"
Nervous System,Tensiontype headache
Nervous System,Hereditary ataxia
Nervous System,Intracerebral haemorrhage
Nervous System,Disorders of vestibulocochlear nerve
